_id,Canton,Circuito,Distrito,Edad,Estado Civil,Fecha Infracción,Hora Infracción,Nacionalidad,Provincia,Sexo,Zona,tipo_muert_matriz
560,HUAQUILLAS,HUALTACO,HUAQUILLAS,30,NO DETERMINADO,2014-01-19T00:00:00,2015-12-02T13:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
561,SAN_JACINTO_DE_BUENA_FE,BUENA FE OESTE,BUENA FE,75,CASADO,2014-03-21T00:00:00,2015-12-02T16:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
562,ELOY_ALFARO,BORBON,ELOY ALFARO,31,SOLTERO,2014-04-05T00:00:00,2015-12-02T17:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
563,EL_EMPALME,EMPALME CENTRO,EL EMPALME,53,SOLTERO,2014-02-26T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Homicidios
564,GUAYAQUIL,SUBURBIO,PORTETE,21,SOLTERO,2014-02-24T00:00:00,2015-12-02T02:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
565,URDANETA,RICAURTE,PUEBLOVIEJO,33,SOLTERO,2014-04-15T00:00:00,2015-12-02T09:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
566,QUEVEDO,GALO PLAZA,QUEVEDO,66,CASADO,2014-01-01T00:00:00,2015-12-02T09:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
567,COTACACHI,GARCIA MORENO,TIERRA DEL SOL,37,SOLTERO,2014-02-24T00:00:00,2015-12-02T00:00:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Homicidios
568,SAMBORONDON,SAMBORONDON,SAMBORONDON,31,SOLTERO,2014-01-27T00:00:00,2015-12-02T16:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
569,SALITRE,SALITRE NORTE,SALITRE,25,SOLTERO,2014-02-23T00:00:00,2015-12-02T20:10:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
570,GUAYAQUIL,MALVINAS NORTE,ESTEROS,23,SOLTERO,2014-02-14T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
571,GUAYAQUIL,MARTHA DE ROLDOS,FLORIDA,20,SOLTERO,2014-01-17T00:00:00,2015-12-02T02:50:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
572,SANTA_ANA,SANTA ANA,24 DE MAYO,34,SOLTERO,2014-09-02T00:00:00,2015-12-02T04:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
573,GUAYAQUIL,SALINAS,PORTETE,36,CASADO,2014-03-02T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Sicariatos
574,ESMERALDAS,AIRE LIBRE,ESMERALDAS,16,SOLTERO,2014-05-03T00:00:00,2015-12-02T00:40:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
575,QUEVEDO,GALO PLAZA,QUEVEDO,35,SOLTERO,2014-01-20T00:00:00,2015-12-02T22:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
576,GUAYAQUIL,BASTION POPULAR NORTE,PASCUALES,26,SOLTERO,2014-01-17T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
577,GUAYAQUIL,CISNE,PORTETE,36,DIVORCIADO,2014-01-31T00:00:00,2015-12-02T11:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
578,PASAJE,LAS PRADERAS,PASAJE,66,CASADO,2014-04-20T00:00:00,2015-12-02T03:15:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Homicidios
579,QUEVEDO,GALO PLAZA,QUEVEDO,17,SOLTERO,2014-01-21T00:00:00,2015-12-02T22:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
580,GUAYAQUIL,PROGRESO,PROGRESO,22,SOLTERO,2014-02-14T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
581,COLIMES,COLIMES,BALZAR,30,SOLTERO,2014-04-19T00:00:00,2015-12-02T10:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Asesinatos
582,GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,30,SOLTERO,2014-02-03T00:00:00,2015-12-02T07:55:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
583,MANTA,MARIA AUXILIADORA,MANTA,58,SOLTERO,2014-03-31T00:00:00,2015-12-02T18:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
584,GUAYAQUIL,TRINITARIA SUR,ESTEROS,35,SOLTERO,2014-01-24T00:00:00,2015-12-02T04:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
585,GUAYAQUIL,SALINAS,PORTETE,32,UNION LIBRE,2014-02-02T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Sicariatos
586,ESMERALDAS,SANTA MARTHA,ESMERALDAS,79,CASADO,2014-05-05T00:00:00,2015-12-02T05:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
587,GUAYAQUIL,FLORESTA,SUR,40,SOLTERO,2014-04-01T00:00:00,2015-12-02T21:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
588,QUITO,COCHAPAMBA,EUGENIO ESPEJO,24,SOLTERO,2014-04-08T00:00:00,2015-12-02T13:45:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
589,GUAYAQUIL,CISNE,PORTETE,40,SOLTERO,2014-01-02T00:00:00,2015-12-02T04:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
590,GUAYAQUIL,GUASMO,SUR,29,SOLTERO,2014-05-02T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
591,GUAYAQUIL,SALINAS,PORTETE,20,SOLTERO,2014-01-02T00:00:00,2015-12-02T18:10:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
592,GUAYAQUIL,TRINITARIA NORTE,ESTEROS,23,SOLTERO,2014-02-02T00:00:00,2015-12-02T22:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
593,LAGO_AGRIO,SANTA CECILIA,LAGO AGRIO,40,NO DETERMINADO,2014-04-08T00:00:00,2015-12-02T19:30:00,COLOMBIA,SUCUMBIOS,MASCULINO,ZONA 1,Asesinatos
594,DURAN,RECREO,DURAN,33,SOLTERO,2014-04-08T00:00:00,2015-12-02T20:50:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
595,COTACACHI,IMANTAG,TIERRA DEL SOL,33,NO DETERMINADO,2014-04-13T00:00:00,2015-12-02T07:30:00,COLOMBIA,IMBABURA,MASCULINO,ZONA 1,Asesinatos
596,GUAYAQUIL,FLORIDA,FLORIDA,17,SOLTERO,2014-01-25T00:00:00,2015-12-02T20:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
597,GUAYAQUIL,FLORESTA,SUR,16,SOLTERO,2014-02-01T00:00:00,2015-12-02T23:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
598,GUAYAQUIL,TRINITARIA NORTE,ESTEROS,19,SOLTERO,2014-11-01T00:00:00,2015-12-02T03:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
599,FLAVIO_ALFARO,SAN FRANCISCO DE NOVILLO,CHONE,35,SOLTERO,2014-04-18T00:00:00,2015-12-02T14:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
600,LA_JOYA_DE_LOS_SACHAS,SACHAS,LA JOYA DE LOS SACHAS,58,DIVORCIADO,2014-03-01T00:00:00,2015-12-02T04:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Homicidios
601,MOCACHE,ALEJO LASCANO,QUEVEDO,35,SOLTERO,2014-03-22T00:00:00,2015-12-02T16:00:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Femicidios
602,GUAYAQUIL,CHALA,PORTETE,42,CASADO,2014-07-02T00:00:00,,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
1097,EL_CARMEN,EL CARMEN,EL CARMEN,38,CASADO,2014-01-06T00:00:00,2015-12-02T00:00:00,ECUADOR,MANABI,FEMENINO,ZONA 4,Asesinatos
603,GUAYAQUIL,ANTEPARA,9 DE OCTUBRE,39,SOLTERO,2014-01-25T00:00:00,2015-12-02T13:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
604,IBARRA,AMAZONAS,CIUDAD BLANCA,25,SOLTERO,2014-01-03T00:00:00,2015-12-02T16:30:00,ECUADOR,IMBABURA,FEMENINO,ZONA 1,Homicidios
605,GUAYAQUIL,FLORESTA,SUR,19,SOLTERO,2014-07-02T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
606,LA_LIBERTAD,VIRGEN DEL CARMEN,LIBERTAD SALINAS,24,SOLTERO,2014-03-19T00:00:00,2015-12-02T20:30:00,ECUADOR,SANTA_ELENA,MASCULINO,ZONA 5,Asesinatos
607,MUISNE,CHAMANGA,ATACAMES,43,CASADO,2014-09-03T00:00:00,2015-12-02T12:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
608,GUAYAQUIL,PROGRESO,PROGRESO,48,SOLTERO,2014-07-01T00:00:00,2015-12-02T21:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
609,GUARANDA,SIMIATUG,GUARANDA,16,SOLTERO,2014-07-19T00:00:00,2015-12-02T10:00:00,ECUADOR,BOLIVAR,MASCULINO,ZONA 5,Homicidios
610,ESMERALDAS,CENTRO,ESMERALDAS,42,CASADO,2014-12-03T00:00:00,2015-12-02T01:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
611,HUAQUILLAS,UNION LOJANA,HUAQUILLAS,23,SOLTERO,2014-05-05T00:00:00,2015-12-02T22:15:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
612,DURAN,ARBOLITO,DURAN,21,SOLTERO,2014-01-17T00:00:00,2015-12-02T02:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
613,ESMERALDAS,SANTA MARTHA,ESMERALDAS,59,SOLTERO,2014-08-03T00:00:00,2015-12-02T20:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
614,PEDERNALES,PEDERNALES SUR,PEDERNALES,29,SOLTERO,2014-05-17T00:00:00,2015-12-02T18:31:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
615,GUAYAQUIL,FORTIN,NUEVA PROSPERINA,28,SOLTERO,2014-12-01T00:00:00,2015-12-02T06:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
616,MACHALA,CRISTO DEL CONSUELO,MACHALA,,SOLTERO,2014-04-28T00:00:00,2015-12-02T21:30:00,PERU,EL_ORO,MASCULINO,ZONA 7,Asesinatos
617,GUAYAQUIL,VENEZUELA,9 DE OCTUBRE,40,SOLTERO,2014-01-26T00:00:00,2015-12-02T08:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
618,RIO_VERDE,MONTALVO,RIO VERDE,36,SOLTERO,2014-04-27T00:00:00,2015-12-02T12:20:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
619,MILAGRO,SAN MIGUEL,MILAGRO,34,UNION LIBRE,2014-07-04T00:00:00,2015-12-02T13:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 5,Sicariatos
620,MOCACHE,MOCACHE,QUEVEDO,31,SOLTERO,2014-02-02T00:00:00,2015-12-02T22:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
732,GUAYAQUIL,CHONGON,CEIBOS,50,SOLTERO,2014-08-14T00:00:00,2015-12-02T17:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
621,MACHALA,CRISTO DEL CONSUELO,MACHALA,27,SOLTERO,2014-04-28T00:00:00,2015-12-02T21:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
622,GUAYAQUIL,FLORESTA,SUR,14,SOLTERO,2014-02-01T00:00:00,2015-12-02T11:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
623,JARAMIJO,JARAMIJO,MANTA,42,DIVORCIADO,2014-08-02T00:00:00,2015-12-02T22:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
624,PASAJE,VELASCO IBARRA,PASAJE,42,DIVORCIADO,2014-01-16T00:00:00,2015-12-02T23:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
625,GUAYAQUIL,CRISTO DEL CONSUELO,9 DE OCTUBRE,39,SOLTERO,2014-08-01T00:00:00,2015-12-02T06:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
626,GUAYAQUIL,PORTETE,PORTETE,20,SOLTERO,2014-04-01T00:00:00,2015-12-02T00:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
627,GUAYAQUIL,FLORESTA,SUR,35,SOLTERO,2014-12-01T00:00:00,,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
628,GUAYAQUIL,MONTE SINAI,NUEVA PROSPERINA,35,SOLTERO,2014-03-03T00:00:00,2015-12-02T01:10:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
629,BABA,BABA,BABAHOYO,53,SOLTERO,2014-01-18T00:00:00,2015-12-02T07:15:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
630,DURAN,RECREO,DURAN,42,SOLTERO,2014-11-02T00:00:00,,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
631,GUAYAQUIL,PASCUALES,PASCUALES,18,SOLTERO,2014-01-29T00:00:00,2015-12-02T20:45:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
632,SANTO_DOMINGO,CRISTO VIVE,SANTO DOMINGO ESTE,28,SOLTERO,2014-06-03T00:00:00,2015-12-02T03:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
633,QUININDE,QUININDE,QUININDE,38,CASADO,2014-02-03T00:00:00,2015-12-02T09:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Homicidios
634,MACHALA,CRISTO DEL CONSUELO,MACHALA,29,SOLTERO,2014-04-28T00:00:00,2015-12-02T21:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
635,GUAYAQUIL,CHALA,PORTETE,35,SOLTERO,2014-01-19T00:00:00,2015-12-02T05:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
636,QUEVEDO,7 DE OCTUBRE,QUEVEDO,55,SOLTERO,2014-03-17T00:00:00,2015-12-02T20:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
637,COTACACHI,COTACACHI,TIERRA DEL SOL,84,CASADO,2014-02-22T00:00:00,2015-12-02T09:30:00,ECUADOR,IMBABURA,MASCULINO,ZONA 1,Homicidios
638,LA_JOYA_DE_LOS_SACHAS,SACHAS,LA JOYA DE LOS SACHAS,28,SOLTERO,2014-01-14T00:00:00,2015-12-02T21:00:00,ECUADOR,ORELLANA,FEMENINO,ZONA 2,Homicidios
769,ESMERALDAS,LA TOLITA,ESMERALDAS,24,SOLTERO,2014-08-29T00:00:00,2015-12-02T01:00:00,ECUADOR,ESMERALDAS,FEMENINO,ZONA 1,Femicidios
639,GUAYAQUIL,BASTION POPULAR NORTE,PASCUALES,27,SOLTERO,2014-01-13T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Sicariatos
640,GUAYAQUIL,SAUCES,MODELO,32,SOLTERO,2014-03-03T00:00:00,2015-12-02T22:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Homicidios
641,SANTO_DOMINGO,ALLURIQUIN,SANTO DOMINGO ESTE,30,SOLTERO,2014-03-23T00:00:00,2015-12-02T05:30:00,ECUADOR,SANTO_DOMINGO_DE_LOS_TSACHILAS,MASCULINO,ZONA 4,Asesinatos
642,QUININDE,CUBE,QUININDE,50,SOLTERO,2014-01-30T00:00:00,2015-12-02T11:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
643,GUAYAQUIL,UNION DE BANANEROS,SUR,26,SOLTERO,2014-03-03T00:00:00,2015-12-02T23:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
644,RIO_VERDE,MONTALVO,RIO VERDE,26,SOLTERO,2014-04-02T00:00:00,2015-12-02T00:00:00,ECUADOR,ESMERALDAS,MASCULINO,ZONA 1,Asesinatos
645,GUAYAQUIL,UNION DE BANANEROS,SUR,37,CASADO,2014-12-01T00:00:00,2015-12-02T06:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
646,LA_JOYA_DE_LOS_SACHAS,SAN SEBASTIAN,LA JOYA DE LOS SACHAS,29,CASADO,2014-01-23T00:00:00,2015-12-02T06:00:00,ECUADOR,ORELLANA,MASCULINO,ZONA 2,Homicidios
647,TOSAGUA,LA FLORIDA,ROCAFUERTE,56,DIVORCIADO,2014-02-04T00:00:00,2015-12-02T10:00:00,ECUADOR,MANABI,FEMENINO,ZONA 4,Homicidios
648,GUAYAQUIL,MONTE SINAI,NUEVA PROSPERINA,60,SOLTERO,2014-05-08T00:00:00,2015-12-02T09:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
649,MACHALA,9 DE MAYO,MACHALA,26,SOLTERO,2014-01-28T00:00:00,2015-12-02T20:30:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
650,GUAYAQUIL,BASTION POPULAR SUR,PASCUALES,40,SOLTERO,2014-04-03T00:00:00,2015-12-02T04:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
651,MACHALA,CRISTO DEL CONSUELO,MACHALA,,NO DETERMINADO,2014-04-28T00:00:00,2015-12-02T20:10:00,PERU,EL_ORO,MASCULINO,ZONA 7,Asesinatos
652,QUEVEDO,DIVINO NIÑO,QUEVEDO,24,SOLTERO,2014-05-01T00:00:00,2015-12-02T12:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
653,GUAYAQUIL,PASCUALES,PASCUALES,18,SOLTERO,2014-01-29T00:00:00,2015-12-02T19:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
654,SHUSHUFINDI,LIMONCOCHA,SHUSHUFINDI,42,CASADO,2014-03-02T00:00:00,2015-12-02T18:30:00,ECUADOR,SUCUMBIOS,MASCULINO,ZONA 1,Homicidios
655,QUEVEDO,CONTROL,QUEVEDO,67,SOLTERO,2014-01-20T00:00:00,2015-12-02T11:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
656,QUITO,QUITUMBE,QUITUMBE,72,CASADO,2014-04-13T00:00:00,2015-12-02T12:10:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
657,PICHINCHA,BARRAGANETE,PICHINCHA,30,UNION LIBRE,2014-04-13T00:00:00,2015-12-02T11:00:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
658,SALINAS,SALINAS CENTRO,LIBERTAD SALINAS,39,SOLTERO,2014-02-15T00:00:00,2015-12-02T20:50:00,ECUADOR,SANTA_ELENA,MASCULINO,ZONA 5,Asesinatos
659,MACHALA,PAEZ,MACHALA,32,CASADO,2014-03-16T00:00:00,2015-12-02T01:00:00,ECUADOR,EL_ORO,MASCULINO,ZONA 7,Asesinatos
660,MANTA,TARQUI,MANTA,29,SOLTERO,2014-10-01T00:00:00,2015-12-02T21:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
661,GUAYAQUIL,ORQUIDEAS,PASCUALES,28,SOLTERO,2014-01-15T00:00:00,2015-12-02T00:40:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
662,PEDRO_VICENTE_MALDONADO,MALDONADO,NOROCCIDENTE,14,SOLTERO,2014-08-02T00:00:00,2015-12-02T10:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Asesinatos
663,GUAYAQUIL,ESTEROS,ESTEROS,33,SOLTERO,2014-05-03T00:00:00,2015-12-02T01:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
664,GUAYAQUIL,PORTETE,PORTETE,36,SOLTERO,2014-01-20T00:00:00,2015-12-02T18:30:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
665,MANTA,TARQUI,MANTA,27,SOLTERO,2014-03-27T00:00:00,2015-12-02T21:15:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Homicidios
666,GUAYAQUIL,UNION DE BANANEROS,SUR,26,SOLTERO,2014-01-15T00:00:00,,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
667,QUEVEDO,CONTROL,QUEVEDO,41,SOLTERO,2014-07-04T00:00:00,2015-12-02T19:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
668,TENA,MISAHUALLI,TENA,58,CASADO,2014-04-08T00:00:00,2015-12-02T19:30:00,ECUADOR,NAPO,MASCULINO,ZONA 2,Homicidios
669,GUAYAQUIL,URDESA,MODELO,51,SOLTERO,2014-01-21T00:00:00,2015-12-02T12:15:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
670,VINCES,BALZAR DE VINCES,VINCES,34,SOLTERO,2014-11-01T00:00:00,2015-12-02T19:10:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
671,OTAVALO,LA CASCADA,VALLE DEL AMANECER,37,CASADO,2014-05-08T00:00:00,2015-12-02T09:30:00,ECUADOR,IMBABURA,FEMENINO,ZONA 1,Homicidios
672,GUAYAQUIL,NUEVO GUAYAQUIL,NUEVA PROSPERINA,21,SOLTERO,2014-06-08T00:00:00,2015-12-02T21:20:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
673,ARAJUNO,ARAJUNO SELVA,ARAJUNO,28,SOLTERO,2014-04-04T00:00:00,2015-12-02T10:00:00,ECUADOR,PASTAZA,MASCULINO,ZONA 3,Asesinatos
674,QUEVEDO,DIVINO NIÑO,QUEVEDO,19,SOLTERO,2014-05-01T00:00:00,2015-12-02T00:05:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
675,DURAN,RECREO,DURAN,24,SOLTERO,2014-08-03T00:00:00,2015-12-02T03:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
676,GUAYAQUIL,MARTHA DE ROLDOS,FLORIDA,53,SOLTERO,2014-02-01T00:00:00,2015-12-02T16:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Homicidios
677,ARAJUNO,ARAJUNO SELVA,ARAJUNO,31,SOLTERO,2014-04-04T00:00:00,2015-12-02T10:00:00,ECUADOR,PASTAZA,MASCULINO,ZONA 3,Asesinatos
678,VINCES,BALZAR DE VINCES,VINCES,34,SOLTERO,2014-02-24T00:00:00,2015-12-02T17:45:00,ECUADOR,LOS_RIOS,FEMENINO,ZONA 5,Homicidios
679,QUEVEDO,DIVINO NIÑO,QUEVEDO,32,SOLTERO,2014-01-18T00:00:00,2015-12-02T23:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
680,QUEVEDO,LA VALDRAMINA,QUEVEDO,33,SOLTERO,2014-04-24T00:00:00,2015-12-02T21:40:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
681,GUAYAQUIL,PASCUALES,PASCUALES,17,SOLTERO,2014-08-03T00:00:00,2015-12-02T20:00:00,ECUADOR,GUAYAS,MASCULINO,ZONA 8,Asesinatos
682,QUITO,LA BOTA,LA DELICIA,29,SOLTERO,2014-08-03T00:00:00,2015-12-02T23:00:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 9,Homicidios
683,MORONA,MACAS,MORONA,16,SOLTERO,2014-10-01T00:00:00,2015-12-02T13:25:00,ECUADOR,MORONA_SANTIAGO,MASCULINO,ZONA 6,Asesinatos
684,QUEVEDO,CONTROL,QUEVEDO,34,DIVORCIADO,2014-04-26T00:00:00,2015-12-02T13:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
685,GUAYAQUIL,UNION DE BANANEROS,SUR,31,SOLTERO,2014-08-03T00:00:00,2015-12-02T23:30:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
686,MACHALA,RAYITO DE LUZ,MACHALA,31,SOLTERO,2014-04-01T00:00:00,2015-12-02T06:00:00,COLOMBIA,EL_ORO,MASCULINO,ZONA 7,Homicidios
687,BABAHOYO,MATA DE CACAO,BABAHOYO,62,SOLTERO,2014-01-02T00:00:00,2015-12-02T21:30:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Homicidios
688,GUAYAQUIL,PROGRESO,PROGRESO,17,SOLTERO,2014-10-03T00:00:00,2015-12-02T20:40:00,ECUADOR,GUAYAS,FEMENINO,ZONA 8,Asesinatos
689,PUERTO_QUITO,PUERTO QUITO NORTE,NOROCCIDENTE,57,SOLTERO,2014-04-26T00:00:00,2015-12-02T17:55:00,ECUADOR,PICHINCHA,MASCULINO,ZONA 2,Homicidios
690,BABAHOYO,SABANA,BABAHOYO,17,SOLTERO,2014-01-31T00:00:00,2015-12-02T14:00:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
691,PEDERNALES,PEDERNALES NORTE,PEDERNALES,36,SOLTERO,2014-07-05T00:00:00,2015-12-02T08:30:00,ECUADOR,MANABI,MASCULINO,ZONA 4,Asesinatos
692,LA_MANA,LA MANA SUR,LA MANA,23,SOLTERO,2014-01-14T00:00:00,2015-12-02T07:30:00,ECUADOR,COTOPAXI,FEMENINO,ZONA 3,Asesinatos
693,LA_MANA,LA MANA SUR,LA MANA,37,SOLTERO,2014-01-14T00:00:00,2015-12-02T07:30:00,ECUADOR,COTOPAXI,FEMENINO,ZONA 3,Asesinatos
950,LOJA,LA ARGELIA,LOJA,36,SOLTERO,2014-01-11T00:00:00,2015-12-02T04:00:00,ECUADOR,LOJA,MASCULINO,ZONA 7,Homicidios
694,QUEVEDO,LA VALDRAMINA,QUEVEDO,22,SOLTERO,2014-04-27T00:00:00,2015-12-02T03:35:00,ECUADOR,LOS_RIOS,MASCULINO,ZONA 5,Asesinatos
695,LATACUNGA,BETHLEMITAS,LATACUNGA,12,SOLTERO,2014-01-21T00:00:00,2015-12-02T07:50:00,ECUADOR,COTOPAXI,FEMENINO,ZONA 3,Asesinatos
696,QUITO,UNIVERSITARIO,EUGENIO ESPEJO,22,SOLTERO,2014-12-03T00:00:00,2015-12-02T01:30:00,ECUADOR,PICHINCHA,FEMENINO,ZONA 9,Homicidios
697,EL_EMPALME,EMPALME CENTRO,EL EMPALME,67,SOLTERO,2014-12-02T00:00:00,2015-12-02T00:00:00,ECUADOR,GUAYAS,FEMENINO,ZONA 5,Homicidios
